ip,ip_confRate
1992,0.0
2017,0.0
2027,0.0
2076,0.0
2095,0.0
2112,0.0
2113,0.0
2127,0.0
2128,0.0
2153,0.0
2160,0.0
2178,0.0
2180,0.0
2186,0.0
2187,0.0
2189,0.0
2207,0.0
2208,0.0
2210,0.0
2211,0.0
2228,0.0
2254,0.0
2284,0.0
2290,0.0
2293,0.0
2306,0.0
2332,0.0
2334,0.0
2343,0.0
2358,0.0
2359,0.0
2372,0.0
2378,0.0
2385,0.0
2399,0.0
2404,0.0
2407,0.0
2409,0.0
2442,0.0
2458,0.0
2463,0.0
2469,0.0
2478,0.0
2491,0.0
2494,0.0
2502,0.0
2511,0.0
2513,0.0
2528,0.0
2539,0.0
2544,0.0
2561,0.0
2564,0.0
2565,0.0
2572,0.0
2585,0.0
2589,0.0
2596,0.0
2600,0.0
2603,0.0
2614,0.0
2615,0.0
2638,0.0
2643,0.0
2669,0.0
2671,0.0
2684,0.0
2698,0.0
2710,0.0
2728,0.0
2732,0.0
2735,0.0
2740,0.0
2742,0.0
2748,0.0
2759,0.0
2760,0.0
2770,0.0
2773,0.0
2780,0.0
2784,0.0
2801,0.0
2805,0.0
2808,0.0
2810,0.0
2821,0.0
2842,0.0
2844,0.0
2849,0.0
2858,0.0
2864,0.0
2876,0.0
2895,0.0
2911,0.0
2919,0.0
2933,0.0
2938,0.0
2941,0.0
2959,0.0
2965,0.0
2976,0.0
2979,0.0
2986,0.0
2988,0.0
2996,0.0
3005,0.0
3009,0.0
3038,0.0
3048,0.0
3084,0.0
3093,0.0
3101,0.0
3102,0.0
3103,0.0
3131,0.0
3133,0.0
3163,0.0
3167,0.0
3178,0.0
3179,0.0
3183,0.0
3196,0.0
3197,0.0
3210,0.0
3218,0.0
3219,0.0
3239,0.0
3253,0.0
3262,0.0
3279,0.0
3288,0.0
3294,0.0
3307,0.0
3313,0.0
3332,0.0
3339,0.0
3355,0.0
3363,0.0
3376,0.0
3382,0.0
3403,0.0
3406,0.0
3410,0.0
3425,0.0
3432,0.0
3437,0.0
3442,0.0
3461,0.0
3471,0.0
3472,0.0
3488,0.0
3505,0.0
3520,0.0
3553,0.0
3559,0.0
3564,0.0
3576,0.0
3594,0.0
3611,0.0
3634,0.0
3653,0.0
3688,0.0
3730,0.0
3737,0.0
3743,0.0
3744,0.0
3756,0.0
3763,0.0
3782,0.0
3794,0.0
3808,0.0
3835,0.0
3844,0.0
3845,0.0
3859,0.0
3860,0.0
3875,0.0
3882,0.0
3889,0.0
3903,0.0
3904,0.0
3907,0.0
3964,0.0
3981,0.0
3994,0.0031012740382626615
4015,0.0
4019,0.0
4052,0.0
4075,0.0
4093,0.0
4094,0.0
4102,0.0
4127,0.0
4147,0.0
4173,0.0
4174,0.0
4180,0.0
4203,0.0
4214,0.0
4220,0.0
4259,0.0
4264,0.0
4270,0.0
4271,0.0
4280,0.0
4295,0.0
4296,0.0
4303,0.0
4308,0.0
4324,0.0
4330,0.0
4334,0.0
4345,0.0
4353,0.0
4361,0.0
4393,0.0
4397,0.0
4398,0.0
4403,0.0
4405,0.0
4414,0.0
4427,0.0
4436,0.0
4437,0.0
4442,0.0
4461,0.0
4464,0.0
4465,0.0
4476,0.0
4486,0.0
4489,0.0
4503,0.0
4511,0.0
4514,0.0
4536,0.0
4542,0.0
4548,0.0
4553,0.0
4559,0.0
4563,0.0
4565,0.0
4567,0.0
4570,0.0
4573,0.0
4577,0.0
4602,0.0
4630,0.0
4643,0.0
4646,0.0
4652,0.0
4664,0.0
4670,0.0
4676,0.0
4678,0.0
4683,0.0
4689,0.0
4690,0.0
4693,0.0
4722,0.0
4737,0.0
4741,0.0
4759,0.0
4777,0.0
4779,0.0
4806,0.0
4825,0.0
4841,0.0
4862,0.0
4875,0.0
4876,0.0
4886,0.0
4903,0.0
4919,0.0
4946,0.0
4951,0.0
4957,0.0
4964,0.0
4977,0.0
4983,0.0
4989,0.0
5011,0.0
5032,0.0
5036,0.0
5038,0.0
5044,0.0
5065,0.0
5072,0.0
5074,0.0
5077,0.0
5098,0.0
5118,0.0
5125,0.0
5132,0.0
5135,0.02414565828612162
5168,0.0
5200,0.0
5222,0.0
5223,0.0
5250,0.0
5257,0.0
5262,0.0
5270,0.0
5275,0.0
5281,0.0
5282,0.0
5296,0.0
5299,0.0
5300,0.0
5306,0.0
5308,0.0
5313,0.0
5314,0.0
5323,0.0
5325,0.0
5328,0.0
5333,0.0
5336,0.0
5341,0.0
5348,0.0
5359,0.0
5362,0.0
5369,0.0
5371,0.0
5384,0.0
5393,0.0
5402,0.0
5404,0.0
5423,0.0
5433,0.0
5449,0.0
5455,0.0
5468,0.0
5492,0.0
5493,0.0
5503,0.0
5524,0.0
5543,0.0
5555,0.0
5574,0.0
5587,0.0
5589,0.0
5596,0.0
5597,0.0
5609,0.0
5610,0.0
5619,0.0
5641,0.0
5648,0.0
5667,0.0
5674,0.0
5676,0.0
5698,0.0
5712,0.0
5721,0.0
5729,0.0
5734,0.0
5740,0.0
5746,0.0
5751,0.0
5761,0.0
5786,0.0
5787,0.0
5788,0.0
5817,0.0
5853,0.0
5884,0.0
5912,0.0
5918,0.0
5936,0.0
5954,0.0
5964,0.0
6022,0.0
6041,0.0
6113,0.0
6124,0.0
6127,0.0
6131,0.0
6145,0.0
6148,0.0
6173,0.0
6176,0.0
6194,0.0
6196,0.0
6198,0.0
6219,0.0
6222,0.0
6227,0.0
6242,0.0
6250,0.0
6255,0.0
6260,0.0
6269,0.0
6283,0.0
6298,0.0
6308,0.0
6313,0.0
6322,0.0
6330,0.0
6336,0.0
6351,0.0
6360,0.0
6367,0.0
6375,0.0
6377,0.0
6380,0.0
6395,0.0
6410,0.0
6414,0.0
6424,0.0
6425,0.0
6428,0.0
6437,0.0
6456,0.0
6462,0.0
6473,0.0
6479,0.0
6481,0.0
6484,0.0
6505,0.0
6509,0.0
6517,0.0
6534,0.0
6545,0.0
6547,0.0
6551,0.0
6553,0.0
6558,0.0
6577,0.0
6578,0.0
6595,0.0
6602,0.0
6609,0.0
6620,0.0
6638,0.0
6640,0.0
6641,0.0
6655,0.0
6662,0.0
6668,0.0
6681,0.0
6689,0.0
6692,0.0
6698,0.0
6710,0.0
6713,0.0
6721,0.0
6740,0.0
6757,0.0
6773,0.0
6783,0.0
6792,0.0
6794,0.0
6806,0.0
6807,0.0
6828,0.0
6840,0.0
6853,0.0
6859,0.0
6860,0.0
6884,0.0
6911,0.0
6942,0.0
6950,0.0
6954,0.0
6959,0.0
7006,0.0
7011,0.0
7021,0.0
7029,0.0
7030,0.0
7032,0.0
7043,0.0
7057,0.0
7059,0.0
7068,0.0
7088,0.0
7093,0.0
7110,0.0
7119,0.0
7120,0.0
7125,0.017986354100793744
7146,0.0
7151,0.0
7153,0.0
7157,0.0
7164,0.0
7172,0.0
7178,0.0
7210,0.0
7212,0.0
7243,0.0
7246,0.0
7252,0.0
7255,0.0
7257,0.0
7275,0.0
7283,0.0
7291,0.0
7294,0.0
7295,0.0
7304,0.0
7313,0.0
7315,0.0
7318,0.0
7335,0.0
7338,0.0
7343,0.0
7346,0.0
7350,0.0
7352,0.0
7364,0.0
7371,0.0
7373,0.0
7377,0.0
7384,0.0
7389,0.0
7395,0.0
7418,0.0
7426,0.0
7432,0.0
7441,0.0
7460,0.0
7462,0.0
7466,0.0
7471,0.0
7502,0.0
7517,0.0
7521,0.0
7522,0.0
7524,0.0
7526,0.0
7528,0.0
7538,0.0
7554,0.0
7567,0.0
7569,0.0
7572,0.0
7574,0.0
7590,0.0
7593,0.030102999566398118
7595,0.0
7598,0.0
7602,0.0
7612,0.0
7625,0.0
7645,0.0
7647,0.0
7649,0.0
7653,0.0
7664,0.0
7680,0.0
7690,0.0
7708,0.0
7709,0.0
7715,0.0
7749,0.0
7755,0.0
7756,0.0
7775,0.0
7793,0.0
7794,0.0
7795,0.0
7801,0.0
7813,0.0
7815,0.0
7906,0.0
7927,0.0
7962,0.0
7977,0.0
8019,0.0
8026,0.0
8035,0.0
8046,0.0
8060,0.0
8068,0.0
8096,0.0
8111,0.0
8144,0.0
8152,0.0
8171,0.0
8179,0.0
8180,0.0
8185,0.0
8190,0.0
8201,0.0
8208,0.0
8209,0.0
8210,0.0
8215,0.0
8225,0.0
8254,0.0
8259,0.0
8266,0.0
8267,0.0
8286,0.0
8292,0.0
8297,0.0
8301,0.0
8318,0.0
8321,0.0
8323,0.0
8330,0.0
8334,0.0
8352,0.0
8356,0.0
8362,0.0
8374,0.0
8383,0.0
8391,0.0
8397,0.0
8399,0.0
8401,0.0
8408,0.0
8413,0.0
8430,0.0
8438,0.0
8450,0.0
8451,0.0
8468,0.0
8469,0.0
8482,0.0
8483,0.0
8484,0.0
8491,0.0
8495,0.0
8499,0.0
8505,0.0
8506,0.0
8507,0.0
8520,0.0
8524,0.0
8528,0.0
8530,0.0
8531,0.0
8533,0.0
8536,0.0
8538,0.0
8539,0.0
8552,0.0
8557,0.0
8566,0.0
8571,0.0
8577,0.0
8582,0.0
8595,0.0
8599,0.0
8610,0.0
8620,0.0
8625,0.0
8655,0.0
8661,0.0
8694,0.0
8696,0.0
8710,0.0
8720,0.0
8742,0.0
8749,0.0
8751,0.0
8760,0.0
8774,0.0
8786,0.0
8790,0.0
8795,0.0
8796,0.0
8812,0.0
8827,0.0
8847,0.0
8848,0.0
8870,0.0
8876,0.017986354100793744
8898,0.0
8954,0.0
8964,0.0
8975,0.0
8992,0.0
9005,0.0
9021,0.0
9038,0.0
9039,0.0
9041,0.0
9071,0.0
9072,0.0
9083,0.0
9090,0.0
9094,0.0
9101,0.0
9106,0.0
9119,0.0
9120,0.0
9136,0.0
9161,0.0
9190,0.0
9232,0.0
9234,0.0
9237,0.0
9241,0.0
9250,0.0
9272,0.0
9281,0.0
9282,0.0
9287,0.0
9289,0.0
9303,0.0
9323,0.0
9324,0.0
9325,0.0
9330,0.0
9345,0.0
9358,0.0
9366,0.0
9412,0.0
9419,0.0
9435,0.0
9460,0.0
9492,0.0
9496,0.0
9512,0.0
9521,0.0
9540,0.0
9541,0.0
9574,0.0
9579,0.0
9584,0.0
9587,0.0
9590,0.0
9602,0.0
9611,0.0
9624,0.017137590035489796
9631,0.0
9647,0.0
9660,0.0
9674,0.0
9684,0.0
9685,0.0
9689,0.0
9692,0.0
9698,0.0
9719,0.0
9734,0.0
9738,0.0
9760,0.0
9766,0.0
9787,0.0
9794,0.0
9795,0.0
9808,0.0
9820,0.0
9832,0.0
9841,0.0
9843,0.0
9849,0.0
9851,0.0
9862,0.0
9874,0.0
9876,0.0
9878,0.0
9886,0.0
9900,0.0
9923,0.0
9931,0.0
9946,0.0
9964,0.030102999566398118
9972,0.0
9993,0.0
10023,0.0
10030,0.0
10072,0.0
10085,0.0
10097,0.0
10099,0.0
10120,0.0
10135,0.0
10158,0.0
10159,0.0
10161,0.0
10186,0.0
10197,0.0
10219,0.0
10238,0.0
10239,0.0
10271,0.0
10274,0.0
10275,0.0
10283,0.0
10304,0.0
10307,0.0
10314,0.0
10326,0.0
10335,0.0
10355,0.0
10356,0.0
10359,0.0
10371,0.0
10385,0.0
10392,0.0
10406,0.0
10409,0.0
10410,0.0
10428,0.0
10434,0.0
10445,0.0
10456,0.0
10464,0.0
10482,0.0
10487,0.0
10518,0.0
10590,0.0
10616,0.0
10699,0.0
10703,0.0
10716,0.0
10759,0.0
10760,0.0
10785,0.0
10790,0.0
10806,0.0
10813,0.0
10833,0.0
10847,0.0
10853,0.0
10877,0.0
10889,0.0
10897,0.0
10908,0.0
10950,0.0
10953,0.0
10958,0.0
10959,0.0
10960,0.0
10967,0.0
10991,0.0
10998,0.0
11002,0.0
11006,0.013947472278925621
11011,0.0
11020,0.0
11024,0.0
11036,0.0
11040,0.0
11042,0.0
11045,0.0
11050,0.0
11051,0.0
11053,0.0
11057,0.0
11073,0.0
11102,0.0
11108,0.0
11109,0.0
11110,0.0
11128,0.0
11134,0.0
11143,0.0
11144,0.0
11160,0.0
11163,0.0
11173,0.0
11185,0.0
11196,0.0
11218,0.0
11221,0.0
11222,0.0
11232,0.0
11245,0.0
11255,0.0
11272,0.0
11279,0.0
11282,0.0
11320,0.0
11335,0.0
11347,0.0
11370,0.0
11415,0.0
11427,0.0
11432,0.0
11441,0.0
11450,0.0
11467,0.0
11469,0.0
11492,0.0
11505,0.0
11537,0.0
11549,0.0
11567,0.0
11568,0.0
11591,0.0
11599,0.0
11607,0.0
11642,0.0
11645,0.0
11651,0.0
11667,0.0
11671,0.0
11675,0.0
11694,0.0
11698,0.0
11709,0.0
11716,0.0
11742,0.0
11744,0.0
11752,0.0
11777,0.0
11786,0.0
11797,0.0
11825,0.0
11827,0.0
11837,0.0
11865,0.0
11870,0.0
11884,0.0
11901,0.0
11902,0.0
11905,0.0
11924,0.0
11938,0.0
11944,0.0
11957,0.0
11965,0.0
11967,0.0
11968,0.0
11991,0.0
11997,0.0
12062,0.0
12070,0.0
12076,0.0
12087,0.0
12129,0.0
12134,0.0
12148,0.0
12167,0.0
12171,0.0
12188,0.0
12191,0.0
12213,0.0
12214,0.0
12262,0.0
12271,0.0
12274,0.0
12284,0.0
12315,0.0
12364,0.0
12410,0.0
12425,0.0
12429,0.0
12450,0.0
12452,0.0
12461,0.0
12470,0.0
12479,0.0
12491,0.0
12505,0.0
12506,0.0
12524,0.0
12540,0.0
12548,0.0
12560,0.0
12649,0.0
12654,0.0
12674,0.0
12711,0.0
12747,0.0
12762,0.0
12787,0.0
12788,0.0
12806,0.0
12810,0.0
12814,0.0
12825,0.0
12830,0.0
12862,0.0
12872,0.0
12874,0.0
12879,0.0
12893,0.0
12898,0.0
12920,0.0
12924,0.0
12942,0.0
12948,0.0
12952,0.0
12955,0.0
12957,0.0
12960,0.0
12971,0.0
12988,0.0
13001,0.0
13012,0.0
13014,0.0
13019,0.0
13034,0.0
13073,0.0
13078,0.0
13104,0.0
13112,0.0
13121,0.0
13126,0.0
13135,0.0
13177,0.0
13195,0.0
13209,0.0
13212,0.0
13219,0.0
13264,0.0
13270,0.0
13333,0.0
13334,0.0
13346,0.0
13349,0.0
13368,0.0
13370,0.0
13392,0.0
13412,0.0
13430,0.0
13437,0.0
13457,0.0
13459,0.0
13475,0.0
13510,0.0
13516,0.0
13573,0.0
13597,0.0
13608,0.0
13631,0.0
13634,0.0
13639,0.0
13647,0.0
13669,0.0
13671,0.0
13710,0.0
13714,0.0
13730,0.0
13737,0.0
13746,0.0
13756,0.0
13784,0.0
13785,0.0
13802,0.0
13812,0.0
13886,0.0
13887,0.0
13909,0.0
13918,0.0
13923,0.0
13936,0.0
13941,0.0
13942,0.0
13957,0.0
13959,0.0
13963,0.0
13968,0.0
13969,0.0
13974,0.0
13984,0.0
13986,0.0
13990,0.0
14015,0.0
14025,0.0
14035,0.0
14044,0.0
14050,0.0
14058,0.0
14062,0.0
14063,0.0
14080,0.0
14084,0.0
14085,0.0
14087,0.0
14093,0.0
14112,0.0
14116,0.0
14132,0.0
14170,0.0
14187,0.0
14193,0.0
14200,0.0
14205,0.0
14217,0.0
14223,0.0
14225,0.0
14230,0.0
14236,0.0
14269,0.0
14271,0.0
14285,0.0
14287,0.0
14290,0.0
14299,0.0
14320,0.0
14334,0.0
14342,0.0
14348,0.0
14374,0.0
14385,0.0
14388,0.0
14390,0.0
14397,0.0
14404,0.0
14426,0.0
14436,0.0
14461,0.0
14475,0.0
14489,0.0
14512,0.0
14516,0.0
14540,0.0
14567,0.0
14570,0.0
14571,0.0
14574,0.0
14591,0.0
14615,0.0
14636,0.0
14645,0.0
14664,0.0
14672,0.0
14693,0.0
14733,0.0
14751,0.0
14759,0.0
14777,0.0
14782,0.0
14809,0.0
14833,0.0
14839,0.0
14858,0.0
14868,0.0
14872,0.0
14877,0.0
14888,0.0
14895,0.0
14901,0.0
14915,0.0
14918,0.0
14926,0.0
14937,0.0
14939,0.0
14942,0.0
14947,0.0
14950,0.0
14955,0.0
14966,0.0
14969,0.0
14970,0.0
14977,0.0
14992,0.0
14999,0.0
15000,0.0
15030,0.0
15034,0.0
15046,0.0
15075,0.0
15080,0.0
15092,0.0
15097,0.0
15109,0.0
15114,0.0
15148,0.0
15187,0.0
15192,0.0
15193,0.0
15220,0.0
15221,0.0
15240,0.0
15251,0.0
15252,0.0
15266,0.0
15286,0.0
15290,0.0
15305,0.0
15333,0.0
15335,0.0
15337,0.0
15348,0.0
15360,0.0
15382,0.0
15411,0.0
15415,0.0
15444,0.0
15448,0.0
15459,0.0
15474,0.0
15479,0.0
15488,0.0
15517,0.0
15518,0.0
15530,0.0
15540,0.0
15565,0.0
15572,0.0
15593,0.0
15609,0.0
15630,0.0
15631,0.0
15643,0.0
15651,0.0
15652,0.0
15660,0.0
15661,0.0
15674,0.0
15680,0.0
15687,0.0
15688,0.0
15696,0.0
15697,0.0
15708,0.0
15719,0.0
15740,0.0
15759,0.0
15769,0.0
15773,0.0
15795,0.0
15800,0.0
15819,0.0
15820,0.0
15843,0.0
15847,0.0
15851,0.0
15853,0.0
15857,0.0
15877,0.0
15879,0.0
15898,0.0
15899,0.0
15926,0.0
15927,0.0
15932,0.0
15936,0.0
15962,0.0
15963,0.0
15970,0.0
15978,0.0
15983,0.0
15985,0.0
15990,0.0
16010,0.0
16011,0.0
16014,0.0
16032,0.0
16052,0.0
16067,0.0
16076,0.0
16095,0.0
16118,0.0
16179,0.0
16187,0.0
16188,0.0
16199,0.0
16202,0.0
16207,0.0
16236,0.0
16241,0.0
16278,0.0
16296,0.0
16341,0.0
16354,0.0
16363,0.0
16375,0.0
16399,0.0
16408,0.0
16423,0.0
16426,0.0
16435,0.0
16453,0.0
16478,0.0
16481,0.0
16502,0.0
16506,0.0
16514,0.0
16531,0.0
16535,0.0
16557,0.0
16566,0.0
16568,0.0
16605,0.0
16631,0.0
16702,0.0
16703,0.0
16725,0.0
16741,0.0
16746,0.0
16760,0.0
16771,0.0
16775,0.0
16780,0.0
16783,0.0
16784,0.0
16799,0.0
16811,0.0
16815,0.0
16859,0.0
16904,0.0
16905,0.0
16907,0.0
16911,0.0
16916,0.0
16929,0.0
16930,0.0
16947,0.0
16955,0.0
16972,0.0
16993,0.0
16999,0.0
17029,0.0
17030,0.0
17038,0.0
17071,0.0
17077,0.0
17090,0.0
17102,0.0
17105,0.0
17130,0.0
17131,0.0
17144,0.0
17147,0.0
17149,0.0
17151,0.0
17159,0.0
17165,0.0
17181,0.0
17183,0.0
17187,0.0
17204,0.0
17220,0.0
17231,0.0
17236,0.0
17248,0.0
17255,0.0
17262,0.0
17263,0.0
17277,0.0
17282,0.0
17289,0.0
17292,0.0
17306,0.0
17310,0.0
17317,0.0
17321,0.0
17329,0.0
17334,0.0
17346,0.0
17357,0.0
17376,0.0
17380,0.0
17390,0.0
17398,0.0
17401,0.0
17411,0.0
17422,0.0
17437,0.0
17438,0.0
17449,0.0
17450,0.0
17452,0.0
17459,0.0
17460,0.020000000000000004
17461,0.0
17462,0.0
17463,0.0
17485,0.0
17486,0.0
17488,0.0
17491,0.0
17492,0.0
17500,0.0
17521,0.0
17527,0.0
17538,0.0
17549,0.0
17552,0.0
17572,0.0
17589,0.0
17610,0.0
17626,0.0
17628,0.0
17635,0.0
17663,0.0
17686,0.0
17706,0.0
17717,0.0
17725,0.0
17728,0.0
17747,0.0
17749,0.0
17751,0.0
17784,0.0
17804,0.0
17814,0.0
17836,0.0
17845,0.0
17853,0.0
17860,0.0
17865,0.0
17873,0.0
17899,0.0
17929,0.0
17930,0.0
17943,0.0
17976,0.0
17988,0.0
18016,0.0
18037,0.0
18039,0.0
18049,0.0
18053,0.0
18058,0.0
18070,0.0
18071,0.0
18072,0.0
18075,0.0
18097,0.0
18108,0.0
18124,0.0
18139,0.0
18154,0.0
18183,0.0
18201,0.0
18208,0.0
18215,0.0
18219,0.0
18246,0.0
18270,0.0
18281,0.0
18286,0.0
18294,0.0
18332,0.0
18390,0.0
18397,0.0
18412,0.0
18428,0.0
18437,0.0
18439,0.0
18442,0.0
18451,0.0
18454,0.0
18466,0.0
18483,0.0
18491,0.0
18496,0.0
18501,0.0
18527,0.0
18538,0.0
18544,0.0
18546,0.0
18551,0.0
18585,0.0
18589,0.0
18593,0.0
18620,0.0
18624,0.0
18625,0.0
18636,0.0
18638,0.0
18639,0.0
18641,0.0
18648,0.0
18655,0.0
18659,0.0
18662,0.0
18666,0.0
18681,0.0
18682,0.0
18691,0.0
18695,0.0
18703,0.0
18706,0.0
18715,0.0
18721,0.0
18722,0.0
18741,0.0
18753,0.0
18757,0.0
18765,0.0
18769,0.0
18771,0.0
18772,0.0
18780,0.0
18787,0.0
18788,0.0
18804,0.0
18834,0.0
18837,0.0
18839,0.010884410369006293
18860,0.0
18864,0.0
18879,0.0
18889,0.0
18890,0.0
18902,0.0
18906,0.0
18913,0.0
18914,0.0
18940,0.0
18942,0.0
18955,0.0
18966,0.0
18968,0.0
18984,0.0
18986,0.0
18991,0.0
18994,0.0
18996,0.0
19000,0.0
19013,0.0
19034,0.0
19054,0.0
19064,0.0
19069,0.0
19091,0.0
19106,0.0
19108,0.0
19117,0.0
19140,0.0
19142,0.0
19148,0.0
19155,0.0
19156,0.0
19161,0.0
19162,0.0
19170,0.0
19171,0.0
19188,0.0
19216,0.0
19217,0.0
19225,0.0
19234,0.0
19247,0.0
19248,0.0
19266,0.0
19270,0.0
19271,0.0
19274,0.0
19280,0.0
19292,0.0
19310,0.0
19311,0.0
19319,0.0
19370,0.0
19386,0.0
19409,0.0
19414,0.0
19420,0.0
19454,0.0
19475,0.0
19507,0.0
19510,0.0
19515,0.0
19574,0.0
19606,0.0
19613,0.0
19623,0.0
19670,0.0
19736,0.0
19743,0.0
19744,0.0
19758,0.0
19774,0.0
19775,0.0
19779,0.0
19791,0.0
19795,0.0
19800,0.0
19803,0.0
19832,0.0
19834,0.0
19836,0.0
19869,0.0
19870,0.0
19881,0.0
19882,0.0
19956,0.0
19960,0.0
19964,0.0
19965,0.0
19990,0.0
20120,0.0
20126,0.0
20133,0.0
20134,0.0
20143,0.0
20153,0.0
20165,0.0
20174,0.0
20184,0.0
20194,0.0
20204,0.0
20211,0.0
20214,0.0
20215,0.0
20218,0.0
20242,0.0
20262,0.0
20266,0.0
20295,0.0
20296,0.0
20297,0.0
20305,0.0
20309,0.0
20362,0.0
20376,0.0
20385,0.0
20387,0.0
20408,0.0
20411,0.0
20422,0.0
20428,0.0
20438,0.0
20449,0.0
20450,0.0
20451,0.0
20456,0.0
20465,0.0
20488,0.0
20515,0.0
20518,0.0
20528,0.0
20533,0.0
20542,0.0
20547,0.0
20557,0.0
20576,0.0
20582,0.0
20594,0.0
20599,0.0
20626,0.0
20627,0.0
20667,0.0
20691,0.0
20737,0.0
20751,0.0
20764,0.0
20766,0.0
20784,0.0
20790,0.0
20816,0.0
20888,0.0
20891,0.0
20901,0.0
20904,0.0
20905,0.0
20924,0.0
20957,0.0
20961,0.0
20970,0.0
20983,0.0
20984,0.0
20996,0.0
21001,0.0
21013,0.0
21030,0.0
21042,0.0
21063,0.0
21065,0.0
21066,0.0
21069,0.0
21097,0.0
21126,0.0
21162,0.0
21169,0.0
21183,0.0
21216,0.0
21226,0.0
21245,0.0
21263,0.0
21271,0.0
21298,0.0
21354,0.0
21373,0.0
21403,0.0
21413,0.0
21439,0.0
21461,0.0
21482,0.0
21535,0.0
21558,0.0
21577,0.0
21601,0.0
21633,0.0
21637,0.0
21640,0.0
21661,0.0
21681,0.0
21704,0.0
21713,0.0
21718,0.0
21725,0.0
21734,0.0
21762,0.0
21763,0.0
21766,0.0
21789,0.0
21791,0.0
21827,0.0
21894,0.0
21918,0.0
21920,0.0
21927,0.0
21950,0.0
21963,0.0
22006,0.0
22037,0.0
22057,0.0
22060,0.0
22067,0.0
22072,0.0
22076,0.0
22081,0.0
22085,0.0
22117,0.0
22137,0.0
22153,0.0
22155,0.0
22158,0.0
22169,0.0
22170,0.0
22179,0.0
22199,0.0
22205,0.0
22211,0.0
22215,0.0
22220,0.0
22227,0.0
22235,0.0
22241,0.0
22256,0.0
22263,0.0
22266,0.0
22268,0.0
22274,0.0
22300,0.0
22304,0.0
22321,0.0
22323,0.0
22333,0.0
22337,0.0
22349,0.0
22352,0.0
22374,0.0
22382,0.0
22385,0.0
22387,0.0
22409,0.0
22444,0.0
22456,0.0
22466,0.0
22478,0.0
22498,0.0
22517,0.0
22522,0.0
22536,0.0
22545,0.0
22572,0.0
22592,0.0
22598,0.0
22620,0.0
22641,0.0
22658,0.0
22670,0.0
22682,0.0
22702,0.0
22730,0.0
22732,0.0
22756,0.0
22792,0.0
22804,0.0
22808,0.0
22809,0.0
22829,0.0
22851,0.0
22866,0.0
22898,0.0
22941,0.0
22943,0.0
22957,0.0
22975,0.0
22990,0.0
22995,0.0
23000,0.0
23012,0.0
23016,0.0
23041,0.0
23067,0.0
23068,0.0
23096,0.0
23102,0.0
23110,0.0
23111,0.0
23130,0.0
23139,0.0
23144,0.0
23165,0.0
23167,0.0
23192,0.0
23199,0.0
23207,0.0
23233,0.0
23242,0.0
23260,0.0
23264,0.0
23269,0.0
23270,0.0
23279,0.0
23286,0.0
23289,0.0
23294,0.0
23306,0.0
23313,0.0
23316,0.0
23320,0.0
23334,0.0
23342,0.0
23349,0.0
23358,0.0
23361,0.0
23370,0.0
23375,0.0
23402,0.0
23411,0.0
23419,0.0
23432,0.0
23438,0.0
23439,0.0
23451,0.0
23466,0.0
23478,0.0
23480,0.0
23484,0.0
23487,0.0
23495,0.0
23505,0.0
